title,description,published date,url,publisher,sentiment_score,sentiment_probs
Meta's 'Make-A-Scene' Tech Is Pushing the Boundaries of AI-Generated Art - ARTnews,Meta's 'Make-A-Scene' Tech Is Pushing the Boundaries of AI-Generated Art  ARTnews,2022-07-18,https://news.google.com/rss/articles/CBMiXGh0dHBzOi8vd3d3LmFydG5ld3MuY29tL2FydC1uZXdzL25ld3MvbWV0YS1haS1tYWtlLWEtc2NlbmUtcHVzaGVzLWdlbmVyYXRpdmUtYXJ0LTEyMzQ2MzQ0MDUv0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.artnews.com', 'title': 'ARTnews'}",1.0,"[[7.948098209453747e-05, 0.9993060827255249, 0.0006144157378003001]]"
Meta sued by VR company called Meta over name trademark - Business Insider,Meta sued by VR company called Meta over name trademark  Business Insider,2022-07-20,https://news.google.com/rss/articles/CBMiYWh0dHBzOi8vd3d3LmJ1c2luZXNzaW5zaWRlci5jb20vbWV0YS1zdWVkLWJ5LXZyLWNvbXBhbnktY2FsbGVkLW1ldGEtdHJhZGVtYXJrLWluZnJpbmdlbWVudC0yMDIyLTfSAWVodHRwczovL3d3dy5idXNpbmVzc2luc2lkZXIuY29tL21ldGEtc3VlZC1ieS12ci1jb21wYW55LWNhbGxlZC1tZXRhLXRyYWRlbWFyay1pbmZyaW5nZW1lbnQtMjAyMi03P2FtcA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.businessinsider.com', 'title': 'Business Insider'}",0.0,"[[0.987695574760437, 0.010771499015390873, 0.001532926457002759]]"
Meta's avatars just got a fashion upgrade with DressX - Vogue Business,Meta's avatars just got a fashion upgrade with DressX  Vogue Business,2022-07-19,https://news.google.com/rss/articles/CBMiXWh0dHBzOi8vd3d3LnZvZ3VlYnVzaW5lc3MuY29tL3RlY2hub2xvZ3kvbWV0YXMtYXZhdGFycy1qdXN0LWdvdC1hLWZhc2hpb24tdXBncmFkZS13aXRoLWRyZXNzeNIBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.voguebusiness.com', 'title': 'Vogue Business'}",2.0,"[[0.00033945360337384045, 0.04900330677628517, 0.9506572484970093]]"
PIN–UP | META MEMPHIS: THE LITTLE KNOWN STORY OF MEMPHIS'S SECOND COMING - PIN–UP Magazine,PIN–UP | META MEMPHIS: THE LITTLE KNOWN STORY OF MEMPHIS'S SECOND COMING  PIN–UP Magazine,2022-07-19,https://news.google.com/rss/articles/CBMiZWh0dHBzOi8vd3d3LnBpbnVwbWFnYXppbmUub3JnL2FydGljbGVzL21ldGEtbWVtcGhpcy10aGUtbGl0dGxlLWtub3duLXN0b3J5LW9mLW1lbXBoaXMtcy1zZWNvbmQtY29taW5n0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.pinupmagazine.org', 'title': 'PIN–UP Magazine'}",1.0,"[[7.931877917144448e-05, 0.9998455047607422, 7.511232979595661e-05]]"
How Meta is Preparing for Kenya’s 2022 General Election - Meta Store,How Meta is Preparing for Kenya’s 2022 General Election  Meta Store,2022-07-20,https://news.google.com/rss/articles/CBMiV2h0dHBzOi8vYWJvdXQuZmIuY29tL25ld3MvMjAyMi8wNy9ob3ctbWV0YXMtcHJlcGFyaW5nLWZvci1rZW55YXMtMjAyMi1nZW5lcmFsLWVsZWN0aW9uL9IBW2h0dHBzOi8vYWJvdXQuZmIuY29tL25ld3MvMjAyMi8wNy9ob3ctbWV0YXMtcHJlcGFyaW5nLWZvci1rZW55YXMtMjAyMi1nZW5lcmFsLWVsZWN0aW9uL2FtcC8?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://about.fb.com', 'title': 'Meta Store'}",2.0,"[[0.00022466860536951572, 0.005733749829232693, 0.9940416216850281]]"
Introducing New Ways to Collaborate and Create With Reels - Meta Store,Introducing New Ways to Collaborate and Create With Reels  Meta Store,2022-07-21,https://news.google.com/rss/articles/CBMiS2h0dHBzOi8vYWJvdXQuZmIuY29tL25ld3MvMjAyMi8wNy9uZXctd2F5cy10by1jcmVhdGUtaW5zdGFncmFtLXJlZWxzLXJlbWl4L9IBT2h0dHBzOi8vYWJvdXQuZmIuY29tL25ld3MvMjAyMi8wNy9uZXctd2F5cy10by1jcmVhdGUtaW5zdGFncmFtLXJlZWxzLXJlbWl4L2FtcC8?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://about.fb.com', 'title': 'Meta Store'}",2.0,"[[0.0003804817679338157, 0.017366670072078705, 0.9822529554367065]]"
Lawsuit says Meta stole hundreds of songs from Swedish music label - Reuters,Lawsuit says Meta stole hundreds of songs from Swedish music label  Reuters,2022-07-21,https://news.google.com/rss/articles/CBMib2h0dHBzOi8vd3d3LnJldXRlcnMuY29tL2xlZ2FsL2xpdGlnYXRpb24vbGF3c3VpdC1zYXlzLW1ldGEtc3RvbGUtaHVuZHJlZHMtc29uZ3Mtc3dlZGlzaC1tdXNpYy1sYWJlbC0yMDIyLTA3LTIxL9IBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.reuters.com', 'title': 'Reuters'}",1.0,"[[0.026245037093758583, 0.9734536409378052, 0.00030139004229567945]]"
Meta tweaks Facebook app to act more like TikTok. (Published 2022) - The New York Times,Meta tweaks Facebook app to act more like TikTok. (Published 2022)  The New York Times,2022-07-21,https://news.google.com/rss/articles/CBMiTGh0dHBzOi8vd3d3Lm55dGltZXMuY29tLzIwMjIvMDcvMjEvdGVjaG5vbG9neS9mYWNlYm9vay1hcHAtY2hhbmdlcy1ob21lLmh0bWzSAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.nytimes.com', 'title': 'The New York Times'}",1.0,"[[7.651516352780163e-05, 0.9998512268066406, 7.225136505439878e-05]]"
"Best Buy, Meta join forces to power 6 new Teen Tech Centers - Best Buy Corporate","Best Buy, Meta join forces to power 6 new Teen Tech Centers  Best Buy Corporate",2022-07-21,https://news.google.com/rss/articles/CBMiWWh0dHBzOi8vY29ycG9yYXRlLmJlc3RidXkuY29tL2Jlc3QtYnV5LW1ldGEtam9pbi1mb3JjZXMtdG8tcG93ZXItNi1uZXctdGVlbi10ZWNoLWNlbnRlcnMv0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://corporate.bestbuy.com', 'title': 'Best Buy Corporate'}",2.0,"[[0.00019644426356535405, 0.0007438267930410802, 0.9990597367286682]]"
Remote work fuels major diversity boost at Meta - World Economic Forum,Remote work fuels major diversity boost at Meta  World Economic Forum,2022-07-21,https://news.google.com/rss/articles/CBMiSGh0dHBzOi8vd3d3LndlZm9ydW0ub3JnL2FnZW5kYS8yMDIyLzA3L21ldGEtcmVtb3RlLXdvcmstZGl2ZXJzaXR5LWJvb3N0L9IBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.weforum.org', 'title': 'World Economic Forum'}",2.0,"[[0.0001603370619704947, 0.0003542145132087171, 0.9994853734970093]]"
Meta and Hate Speech in India - Human Rights Watch,Meta and Hate Speech in India  Human Rights Watch,2022-07-21,https://news.google.com/rss/articles/CBMiPmh0dHBzOi8vd3d3Lmhydy5vcmcvbmV3cy8yMDIyLzA3LzIxL21ldGEtYW5kLWhhdGUtc3BlZWNoLWluZGlh0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.hrw.org', 'title': 'Human Rights Watch'}",0.0,"[[0.8776276111602783, 0.1211845874786377, 0.0011877987999469042]]"
Meta Is Being Sued for Stealing the Name of an Immersive Art Company - Tech.co,Meta Is Being Sued for Stealing the Name of an Immersive Art Company  Tech.co,2022-07-21,https://news.google.com/rss/articles/CBMiLGh0dHBzOi8vdGVjaC5jby9uZXdzL21ldGEtc3VlZC1zdGVhbGluZy1uYW1l0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://tech.co', 'title': 'Tech.co'}",0.0,"[[0.9660182595252991, 0.025279151275753975, 0.008702617138624191]]"
Facebook Changes Users' Feeds to Look More Like TikTok - Bloomberg,Facebook Changes Users' Feeds to Look More Like TikTok  Bloomberg,2022-07-21,https://news.google.com/rss/articles/CBMiamh0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vbmV3cy9hcnRpY2xlcy8yMDIyLTA3LTIxL2ZhY2Vib29rLWNoYW5nZXMtbWFpbi10aW1lbGluZS10by13b3JrLW1vcmUtbGlrZS10aWt0b2vSAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.bloomberg.com', 'title': 'Bloomberg'}",1.0,"[[7.340867159655318e-05, 0.9998700618743896, 5.6543478422099724e-05]]"
Will Meta's mass approach help digital fashion take off? - Glossy,Will Meta's mass approach help digital fashion take off?  Glossy,2022-07-21,https://news.google.com/rss/articles/CBMibGh0dHBzOi8vd3d3Lmdsb3NzeS5jby9mYXNoaW9uL21ldGFzLXNvY2lhbC1hdmF0YXItZHJlc3NpbmctaGFzLXlldC10by1jYXB0dXJlLXRoZS1mYW50YXN5LW9mLWx1eHVyeS1mYXNoaW9uL9IBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.glossy.co', 'title': 'Glossy'}",2.0,"[[0.002385124797001481, 0.4048027992248535, 0.5928120613098145]]"
Meta's Human Rights Report ignores the real threat the company poses to human rights worldwide - Amnesty International,Meta's Human Rights Report ignores the real threat the company poses to human rights worldwide  Amnesty International,2022-07-22,https://news.google.com/rss/articles/CBMikgFodHRwczovL3d3dy5hbW5lc3R5Lm9yZy9lbi9sYXRlc3QvY2FtcGFpZ25zLzIwMjIvMDcvbWV0YXMtaHVtYW4tcmlnaHRzLXJlcG9ydC1pZ25vcmVzLXRoZS1yZWFsLXRocmVhdC10aGUtY29tcGFueS1wb3Nlcy10by1odW1hbi1yaWdodHMtd29ybGR3aWRlL9IBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.amnesty.org', 'title': 'Amnesty International'}",1.0,"[[0.00029717598226852715, 0.9996436834335327, 5.9091231378261e-05]]"
Meta changes Facebook and Instagram to be more like TikTok - Business Insider,Meta changes Facebook and Instagram to be more like TikTok  Business Insider,2022-07-22,https://news.google.com/rss/articles/CBMiXWh0dHBzOi8vd3d3LmJ1c2luZXNzaW5zaWRlci5jb20vbWV0YS1jaGFuZ2VzLWZhY2Vib29rLWluc3RhZ3JhbS10by1iZS1tb3JlLWxpa2UtdGlrdG9rLTIwMjItN9IBYWh0dHBzOi8vd3d3LmJ1c2luZXNzaW5zaWRlci5jb20vbWV0YS1jaGFuZ2VzLWZhY2Vib29rLWluc3RhZ3JhbS10by1iZS1tb3JlLWxpa2UtdGlrdG9rLTIwMjItNz9hbXA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.businessinsider.com', 'title': 'Business Insider'}",2.0,"[[0.001887566177174449, 0.07251793891191483, 0.9255944490432739]]"
Meta Asks Oversight Board to Advise on COVID-19 Misinformation Policies - Meta Store,Meta Asks Oversight Board to Advise on COVID-19 Misinformation Policies  Meta Store,2022-07-26,https://news.google.com/rss/articles/CBMiWmh0dHBzOi8vYWJvdXQuZmIuY29tL25ld3MvMjAyMi8wNy9vdmVyc2lnaHQtYm9hcmQtYWR2aXNlLWNvdmlkLTE5LW1pc2luZm9ybWF0aW9uLW1lYXN1cmVzL9IBXmh0dHBzOi8vYWJvdXQuZmIuY29tL25ld3MvMjAyMi8wNy9vdmVyc2lnaHQtYm9hcmQtYWR2aXNlLWNvdmlkLTE5LW1pc2luZm9ybWF0aW9uLW1lYXN1cmVzL2FtcC8?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://about.fb.com', 'title': 'Meta Store'}",1.0,"[[0.00011918733071070164, 0.9978429079055786, 0.0020378592889755964]]"
"Zuckerberg says Meta is in “very deep, philosophical competition” with Apple to build the metaverse - The Verge","Zuckerberg says Meta is in “very deep, philosophical competition” with Apple to build the metaverse  The Verge",2022-07-26,https://news.google.com/rss/articles/CBMiXGh0dHBzOi8vd3d3LnRoZXZlcmdlLmNvbS8yMDIyLzcvMjYvMjMyNzk0NzgvbWV0YS1hcHBsZS1tYXJrLXp1Y2tlcmJlcmctbWV0YXZlcnNlLWNvbXBldGl0aW9u0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.theverge.com', 'title': 'The Verge'}",1.0,"[[0.000591555202845484, 0.9567570686340332, 0.04265134036540985]]"
How Mark Zuckerberg Is Leading Meta Into Its Next Phase - The New York Times,How Mark Zuckerberg Is Leading Meta Into Its Next Phase  The New York Times,2022-07-26,https://news.google.com/rss/articles/CBMiVGh0dHBzOi8vd3d3Lm55dGltZXMuY29tLzIwMjIvMDcvMjYvdGVjaG5vbG9neS96dWNrZXJiZXJnLW1ldGEtZmFjZWJvb2stZWFybmluZ3MuaHRtbNIBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.nytimes.com', 'title': 'The New York Times'}",1.0,"[[8.345648529939353e-05, 0.9998708963394165, 4.559834269457497e-05]]"
How To Buy Facebook Stock (META) – Forbes Advisor - Forbes,How To Buy Facebook Stock (META) – Forbes Advisor  Forbes,2022-07-26,https://news.google.com/rss/articles/CBMiSGh0dHBzOi8vd3d3LmZvcmJlcy5jb20vYWR2aXNvci9pbnZlc3RpbmcvaG93LXRvLWJ1eS1tZXRhLXN0b2NrLWZhY2Vib29rL9IBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.forbes.com', 'title': 'Forbes'}",1.0,"[[6.417059194063768e-05, 0.9998658895492554, 6.995956209721044e-05]]"
Company called META that claims Facebook stole its name is suing for infringement - CNBC,Company called META that claims Facebook stole its name is suing for infringement  CNBC,2022-07-25,https://news.google.com/rss/articles/CBMiZGh0dHBzOi8vd3d3LmNuYmMuY29tLzIwMjIvMDcvMjUvY29tcGFueS1jYWxsZWQtbWV0YS1jbGFpbXMtZmFjZWJvb2stc3RvbGUtaXRzLW5hbWUtYW5kLWlzLXN1aW5nLmh0bWzSAWhodHRwczovL3d3dy5jbmJjLmNvbS9hbXAvMjAyMi8wNy8yNS9jb21wYW55LWNhbGxlZC1tZXRhLWNsYWltcy1mYWNlYm9vay1zdG9sZS1pdHMtbmFtZS1hbmQtaXMtc3VpbmcuaHRtbA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.cnbc.com', 'title': 'CNBC'}",1.0,"[[9.68457170529291e-05, 0.9997226595878601, 0.0001804418716346845]]"
Meta Materials Appoints Manos Spanos as Chief Business Officer - META - Metamaterials,Meta Materials Appoints Manos Spanos as Chief Business Officer - META  Metamaterials,2022-07-26,https://news.google.com/rss/articles/CBMiWGh0dHBzOi8vbWV0YW1hdGVyaWFsLmNvbS9tZXRhLW1hdGVyaWFscy1hcHBvaW50cy1tYW5vcy1zcGFub3MtYXMtY2hpZWYtYnVzaW5lc3Mtb2ZmaWNlci_SAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://metamaterial.com', 'title': 'Metamaterials'}",1.0,"[[6.487411155831069e-05, 0.9998795986175537, 5.551682261284441e-05]]"
"In Meta's 'Are We There Yet,' not even Keke Palmer can make the metaverse make sense - Mashable","In Meta's 'Are We There Yet,' not even Keke Palmer can make the metaverse make sense  Mashable",2022-07-26,https://news.google.com/rss/articles/CBMiPmh0dHBzOi8vbWFzaGFibGUuY29tL2FydGljbGUvbWV0YS1rZWtlLXBhbG1lci1hcmUtd2UtdGhlcmUteWV00gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://mashable.com', 'title': 'Mashable'}",1.0,"[[0.00010116297198692337, 0.9994550347328186, 0.00044377092854119837]]"
Meta is raising the price of Quest 2 virtual reality headsets by $100 - TechCrunch,Meta is raising the price of Quest 2 virtual reality headsets by $100  TechCrunch,2022-07-26,https://news.google.com/rss/articles/CBMiUGh0dHBzOi8vdGVjaGNydW5jaC5jb20vMjAyMi8wNy8yNi9tZXRhLXJhaXNpbmctcHJpY2UtcXVlc3QtMi12ci1oZWFkc2V0cy1ieS0xMDAv0gFUaHR0cHM6Ly90ZWNoY3J1bmNoLmNvbS8yMDIyLzA3LzI2L21ldGEtcmFpc2luZy1wcmljZS1xdWVzdC0yLXZyLWhlYWRzZXRzLWJ5LTEwMC9hbXAv?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://techcrunch.com', 'title': 'TechCrunch'}",2.0,"[[0.0011838532518595457, 0.0005554445669986308, 0.9982606768608093]]"
Meta challenges DeepMind with protein-folding AI model - AI Business,Meta challenges DeepMind with protein-folding AI model  AI Business,2022-07-25,https://news.google.com/rss/articles/CBMiV2h0dHBzOi8vYWlidXNpbmVzcy5jb20vdmVydGljYWxzL21ldGEtY2hhbGxlbmdlcy1kZWVwbWluZC13aXRoLXByb3RlaW4tZm9sZGluZy1haS1tb2RlbNIBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://aibusiness.com', 'title': 'AI Business'}",1.0,"[[0.00030705006793141365, 0.9995179176330566, 0.00017506084986962378]]"
Two new lawsuits claim Meta's Instagram caused eating disorders - Reuters,Two new lawsuits claim Meta's Instagram caused eating disorders  Reuters,2022-07-25,https://news.google.com/rss/articles/CBMic2h0dHBzOi8vd3d3LnJldXRlcnMuY29tL2xlZ2FsL2xpdGlnYXRpb24vdHdvLW5ldy1sYXdzdWl0cy1jbGFpbS1tZXRhcy1pbnN0YWdyYW0tY2F1c2VkLWVhdGluZy1kaXNvcmRlcnMtMjAyMi0wNy0yNS_SAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.reuters.com', 'title': 'Reuters'}",1.0,"[[0.0003789113543462008, 0.9995641112327576, 5.698766835848801e-05]]"
Facebook parent Meta posts first revenue decline in history - The Associated Press,Facebook parent Meta posts first revenue decline in history  The Associated Press,2022-07-27,https://news.google.com/rss/articles/CBMiW2h0dHBzOi8vYXBuZXdzLmNvbS9hcnRpY2xlL21ldGEtZmlyc3QtZXZlci1yZXZlbnVlLWRlY2xpbmUtYTc2MzJhOGVmMWE5NzBkYzY5NzUzOTgwZTAzYzAyNmLSAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://apnews.com', 'title': 'The Associated Press'}",0.0,"[[0.9987045526504517, 0.0007052768487483263, 0.0005901252734474838]]"
Meta posts first-ever revenue drop as inflation throttles ad sales - Reuters,Meta posts first-ever revenue drop as inflation throttles ad sales  Reuters,2022-07-27,https://news.google.com/rss/articles/CBMiZWh0dHBzOi8vd3d3LnJldXRlcnMuY29tL3RlY2hub2xvZ3kvZmFjZWJvb2stcGFyZW50LW1ldGEtZm9yZWNhc3RzLXJldmVudWUtYmVsb3ctZXN0aW1hdGVzLTIwMjItMDctMjcv0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.reuters.com', 'title': 'Reuters'}",0.0,"[[0.9983772039413452, 0.0011833622120320797, 0.0004394219140522182]]"
Meta Reports First Revenue Decline and 36 Percent Profit Drop - The New York Times,Meta Reports First Revenue Decline and 36 Percent Profit Drop  The New York Times,2022-07-27,https://news.google.com/rss/articles/CBMiUGh0dHBzOi8vd3d3Lm55dGltZXMuY29tLzIwMjIvMDcvMjcvdGVjaG5vbG9neS9tZXRhLWVhcm5pbmdzLXJldmVudWUtZGVjbGluZS5odG1s0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.nytimes.com', 'title': 'The New York Times'}",0.0,"[[0.9974750876426697, 0.0021120947785675526, 0.00041282823076471686]]"
Meta’s growth comes to screeching halt as company projects first revenue drop - The Guardian,Meta’s growth comes to screeching halt as company projects first revenue drop  The Guardian,2022-07-27,https://news.google.com/rss/articles/CBMiU2h0dHBzOi8vd3d3LnRoZWd1YXJkaWFuLmNvbS90ZWNobm9sb2d5LzIwMjIvanVsLzI3L21ldGEtZ3Jvd3RoLWhhbHQtZmFsbGluZy1yZXZlbnVl0gFTaHR0cHM6Ly9hbXAudGhlZ3VhcmRpYW4uY29tL3RlY2hub2xvZ3kvMjAyMi9qdWwvMjcvbWV0YS1ncm93dGgtaGFsdC1mYWxsaW5nLXJldmVudWU?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.theguardian.com', 'title': 'The Guardian'}",0.0,"[[0.99870765209198, 0.0006379308179020882, 0.0006545057403855026]]"
Facebook's parent company reports a drop in revenue for the first time ever - NPR,Facebook's parent company reports a drop in revenue for the first time ever  NPR,2022-07-27,https://news.google.com/rss/articles/CBMiRmh0dHBzOi8vd3d3Lm5wci5vcmcvMjAyMi8wNy8yNy8xMTE0MDQxOTc2L2ZhY2Vib29rLW1ldGEtZWFybmluZ3Mtc3RvY2vSAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.npr.org', 'title': 'NPR'}",0.0,"[[0.9987881779670715, 0.00043350158375687897, 0.0007783367182128131]]"
"Meta reports earnings, revenue miss and forecasts second straight quarter of declining sales - CNBC","Meta reports earnings, revenue miss and forecasts second straight quarter of declining sales  CNBC",2022-07-27,https://news.google.com/rss/articles/CBMiSmh0dHBzOi8vd3d3LmNuYmMuY29tLzIwMjIvMDcvMjcvZmFjZWJvb2stcGFyZW50LW1ldGEtZWFybmluZ3MtcTItMjAyMi5odG1s0gFOaHR0cHM6Ly93d3cuY25iYy5jb20vYW1wLzIwMjIvMDcvMjcvZmFjZWJvb2stcGFyZW50LW1ldGEtZWFybmluZ3MtcTItMjAyMi5odG1s?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.cnbc.com', 'title': 'CNBC'}",0.0,"[[0.9986788630485535, 0.0007399934693239629, 0.0005810854490846395]]"
The FTC’s Attempt to Block Meta’s Acquisition of Within Is Wrong on the Facts and the Law - Meta Store,The FTC’s Attempt to Block Meta’s Acquisition of Within Is Wrong on the Facts and the Law  Meta Store,2022-07-27,https://news.google.com/rss/articles/CBMiXWh0dHBzOi8vYWJvdXQuZmIuY29tL25ld3MvMjAyMi8wNy9mdGNzLWF0dGVtcHQtdG8tYmxvY2stbWV0YXMtYWNxdWlzaXRpb24tb2Ytd2l0aGluLWlzLXdyb25nL9IBYWh0dHBzOi8vYWJvdXQuZmIuY29tL25ld3MvMjAyMi8wNy9mdGNzLWF0dGVtcHQtdG8tYmxvY2stbWV0YXMtYWNxdWlzaXRpb24tb2Ytd2l0aGluLWlzLXdyb25nL2FtcC8?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://about.fb.com', 'title': 'Meta Store'}",0.0,"[[0.9022853374481201, 0.07253949344158173, 0.025175131857395172]]"
Scoop: Meta officially cuts funding for U.S. news publishers - Axios,Scoop: Meta officially cuts funding for U.S. news publishers  Axios,2022-07-28,https://news.google.com/rss/articles/CBMiQWh0dHBzOi8vd3d3LmF4aW9zLmNvbS8yMDIyLzA3LzI4L21ldGEtcHVibGlzaGVycy1uZXdzLWZ1bmRpbmctY3V00gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.axios.com', 'title': 'Axios'}",0.0,"[[0.9937263131141663, 0.005779821891337633, 0.0004938288475386798]]"
"Facebook parent company, Meta, continues growth in Nebraska's Sarpy County • Nebraska Examiner - Nebraska Examiner","Facebook parent company, Meta, continues growth in Nebraska's Sarpy County • Nebraska Examiner  Nebraska Examiner",2022-07-28,https://news.google.com/rss/articles/CBMicGh0dHBzOi8vbmVicmFza2FleGFtaW5lci5jb20vMjAyMi8wNy8yOC9mYWNlYm9vay1wYXJlbnQtY29tcGFueS1tZXRhLWNvbnRpbnVlcy1ncm93dGgtaW4tbmVicmFza2FzLXNhcnB5LWNvdW50eS_SAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://nebraskaexaminer.com', 'title': 'Nebraska Examiner'}",2.0,"[[0.0001740976731525734, 0.0018569903913885355, 0.9979689717292786]]"
Meta reports revenue decline for the first time in Q2 earnings - The Verge,Meta reports revenue decline for the first time in Q2 earnings  The Verge,2022-07-27,https://news.google.com/rss/articles/CBMiWWh0dHBzOi8vd3d3LnRoZXZlcmdlLmNvbS8yMDIyLzcvMjcvMjMyODEyOTQvZmFjZWJvb2stbWV0YS1yZXZlbnVlLWRlY2xpbmVzLWZvci1maXJzdC10aW1l0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.theverge.com', 'title': 'The Verge'}",0.0,"[[0.9985062479972839, 0.0004899282939732075, 0.0010038448963314295]]"
Meta's data center in Sarpy County to grow even bigger - WOWT,Meta's data center in Sarpy County to grow even bigger  WOWT,2022-07-28,https://news.google.com/rss/articles/CBMiVmh0dHBzOi8vd3d3Lndvd3QuY29tLzIwMjIvMDcvMjgvc2FycHktY291bnR5LW1ldGEtZGF0YS1jZW50ZXItY2FtcHVzLWdyb3ctZXZlbi1iaWdnZXIv0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.wowt.com', 'title': 'WOWT'}",2.0,"[[0.00041935552144423127, 0.035072628408670425, 0.964508056640625]]"
"Meta Repeats Threat It May Pull Facebook, Instagram From Europe - Bloomberg","Meta Repeats Threat It May Pull Facebook, Instagram From Europe  Bloomberg",2022-07-29,https://news.google.com/rss/articles/CBMicWh0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vbmV3cy9hcnRpY2xlcy8yMDIyLTA3LTI5L21ldGEtcmVwZWF0cy10aHJlYXQtaXQtbWF5LXB1bGwtZmFjZWJvb2staW5zdGFncmFtLWZyb20tZXVyb3Bl0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.bloomberg.com', 'title': 'Bloomberg'}",1.0,"[[0.00015367011656053364, 0.9998028874397278, 4.343999535194598e-05]]"
Meta's Mark Zuckerberg: Company's pandemic-era forecast was too rosy - Reuters,Meta's Mark Zuckerberg: Company's pandemic-era forecast was too rosy  Reuters,2022-07-29,https://news.google.com/rss/articles/CBMicGh0dHBzOi8vd3d3LnJldXRlcnMuY29tL3RlY2hub2xvZ3kvbWV0YXMtbWFyay16dWNrZXJiZXJnLWNvbXBhbnlzLXBhbmRlbWljLWVyYS1mb3JlY2FzdC13YXMtdG9vLXJvc3ktMjAyMi0wNy0yOS_SAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.reuters.com', 'title': 'Reuters'}",0.0,"[[0.9975296854972839, 0.0016978229396045208, 0.0007725270697847009]]"
Meta will stop paying US publishers to put their content in Facebook's News tab - The Verge,Meta will stop paying US publishers to put their content in Facebook's News tab  The Verge,2022-07-28,https://news.google.com/rss/articles/CBMiWmh0dHBzOi8vd3d3LnRoZXZlcmdlLmNvbS8yMDIyLzcvMjgvMjMyODMwNzgvbWV0YS1mYWNlYm9vay1uZXdzLXRhYi1wYWlkLXB1Ymxpc2hlcnMtaXMtb3ZlctIBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.theverge.com', 'title': 'The Verge'}",0.0,"[[0.7785332202911377, 0.2192070335149765, 0.0022597932256758213]]"
F.T.C. Chair Lina Khan Upends Antitrust Standards by Suing Meta - The New York Times,F.T.C. Chair Lina Khan Upends Antitrust Standards by Suing Meta  The New York Times,2022-07-28,https://news.google.com/rss/articles/CBMiRWh0dHBzOi8vd3d3Lm55dGltZXMuY29tLzIwMjIvMDcvMjgvdGVjaG5vbG9neS9mdGMtbGluYS1raGFuLW1ldGEuaHRtbNIBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.nytimes.com', 'title': 'The New York Times'}",1.0,"[[8.46415277919732e-05, 0.9998418092727661, 7.356393325608224e-05]]"
